"grappe","exploitation","passage","s11cq01","s11cq02","s11cq03","s11cq05","s11cq06","s11cq07","s11cq08","s11cq09","s11cq10","s11cq11a","s11cq11b","s11cq12","s11cq13","s11cq14a","s11cq14b","s11cq15","s11cq16a","s11cq16b","s11cq16c","s11cq17","s11cq18"
298,3,1,1,1,121,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
298,3,1,3,1,101,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
298,3,1,2,1,104,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
298,4,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,12,7,2,1,4,50,2,5
298,4,1,4,1,121,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,22,7,2,1,4,100,2,5
298,4,1,5,1,120,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,29,7,2,2,6,25,2,5
298,4,1,3,1,101,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,18,7,2,1,4,50,2,5
298,5,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,50,2,2,1.79769313486232e+308,11,7,2,21,4,100,2,5
298,5,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,12,7,2,2,4,100,2,5
298,6,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,28,7,2,9,4,100,2,5
298,6,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,19,2,2,1.79769313486232e+308,16,7,2,6,4,100,2,5
298,6,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,90,2,2,1.79769313486232e+308,23,7,2,21,4,100,2,5
298,7,1,2,1,121,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
298,8,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,28,7,2,7,4,100,2,5
298,9,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,12,7,2,4,4,100,2,1
299,1,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,27,7,2,14,4,100,2,5
299,2,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,18,7,2,4,4,100,2,5
299,2,1,2,1,104,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,25,7,2,7,4,100,2,5
299,3,1,2,1,104,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,18,7,2,1,4,100,2,5
299,3,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,45,2,2,1.79769313486232e+308,22,7,2,21,4,100,2,5
299,4,1,2,1,104,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,18,7,2,1,4,100,2,5
299,4,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,13,7,2,14,4,100,2,5
299,5,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,18,7,2,1,4,100,2,5
299,5,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,25,7,2,4,4,100,2,5
299,6,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,100,2,2,1.79769313486232e+308,17,7,2,16,4,100,2,5
299,6,1,3,1,120,1,1,100,2,1.79769313486232e+308,1,17,2,2,1.79769313486232e+308,28,7,2,14,4,100,2,5
299,7,1,2,1,104,3,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,18,7,2,5,4,100,2,5
299,7,1,1,1,124,3,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,21,7,2,2,4,100,2,5
299,8,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,18,7,2,7,4,100,2,5
299,9,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,23,7,2,2,4,100,2,5
299,9,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,24,7,2,4,4,100,2,5
300,2,1,2,2,101,10,1,100,2,1.79769313486232e+308,1,0.5,2,2,1.79769313486232e+308,6,7,2,5,4,100,2,7
300,2,1,1,2,101,10,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,24,6,2,25,4,100,2,7
300,2,1,2,1,101,10,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,3,7,2,10,4,100,2,7
300,3,1,1,2,104,5,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,4,7,2,5,4,100,3,4
300,3,1,2,1,101,5,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,23,6,2,10,4,100,2,4
300,3,1,1,1,101,5,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,16,6,2,25,4,100,3,4
300,4,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,17,6,3,25,4,100,1,8
300,4,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,11,7,3,4,4,100,3,4
300,5,1,1,1,104,8,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,19,7,2,10,4,100,2,7
300,5,1,2,1,104,8,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,21,7,2,4,4,100,2,7
300,5,1,2,2,101,8,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,18,6,2,8,4,100,2,7
300,5,1,3,1,101,8,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,10,6,2,2,4,100,3,7
300,5,1,4,2,101,8,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,26,6,2,3,4,100,2,7
300,6,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,13,6,2,11,4,100,3,7
300,6,1,2,2,104,1,1,100,2,1.79769313486232e+308,1,2.5,2,2,1.79769313486232e+308,2,7,2,15,4,100,3,7
300,8,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,12,6,2,40,4,100,2,4
300,9,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,8,7,2,4,4,100,3,4
301,1,1,2,1,102,6,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,8,6,2,10,4,100,2,4
301,1,1,1,1,101,6,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,26,6,3,20,4,100,2,4
301,2,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,47,2,2,1.79769313486232e+308,3,7,2,7,4,100,2,7
301,2,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,15,6,2,30,4,100,2,7
301,3,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,3,7,3,60,4,100,1,6
301,3,1,3,1,102,10,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,12,7,2,40,4,100,2,4
301,4,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,2,7,2,5,4,100,2,7
301,5,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,70,2,2,1.79769313486232e+308,5,7,2,40,4,100,2,7
301,6,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,18,2,2,1.79769313486232e+308,13,7,2,18,4,100,2,4
301,6,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,29,6,2,60,4,100,2,4
301,7,1,1,2,121,6,1,100,2,1.79769313486232e+308,1,200,2,2,1.79769313486232e+308,25,7,2,10,4,100,2,7
301,8,1,2,1,121,8,1,100,2,1.79769313486232e+308,1,130,2,2,1.79769313486232e+308,29,7,2,50,4,100,2,6
301,8,1,1,2,104,8,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,2,7,2,30,4,100,2,4
301,8,1,1,3,102,8,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,15,7,2,60,4,100,3,6
301,9,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,250,2,2,1.79769313486232e+308,17,7,2,150,4,100,2,4
302,1,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,5,7,2,2,4,100,2,7
302,1,1,2,2,121,1,1,100,2,1.79769313486232e+308,1,14,2,2,1.79769313486232e+308,6,7,3,1,4,100,2,7
302,2,1,1,1,121,2,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,5,7,3,8,4,100,1,6
302,2,1,2,1,121,2,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,8,7,3,8,4,100,1,6
302,4,1,1,1,121,5,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,5,7,3,6,4,100,2,7
302,4,1,2,2,102,5,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,5,7,2,8,4,100,2,7
302,4,1,3,1,102,5,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,9,7,2,32,4,100,2,7
302,5,1,3,1,102,13,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,15,7,2,10,4,100,2,7
302,5,1,2,2,121,13,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,5,7,3,3,4,100,2,7
302,5,1,2,1,102,13,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,8,7,2,8,4,100,2,7
302,5,1,1,1,102,13,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,5,7,2,3,4,100,2,7
302,6,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,5,7,3,30,4,100,2,7
302,6,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,8,7,3,10,4,100,2,7
302,7,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,5,7,3,10,4,100,1,6
302,7,1,1,2,102,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,5,7,2,17,4,100,1,6
302,7,1,2,2,102,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,19,7,2,10,4,100,1,6
302,7,1,2,1,104,1,1,100,2,1.79769313486232e+308,2,25,2,2,1.79769313486232e+308,15,7,2,7,4,100,1,6
302,8,1,1,2,121,1,1,100,2,1.79769313486232e+308,1,11,2,2,1.79769313486232e+308,5,7,2,5,4,100,2,7
302,8,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,5,7,2,14,4,100,2,7
302,9,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,5,7,3,25,4,100,2,7
302,9,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,18,7,3,25,4,100,2,7
303,1,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,11,7,2,12,4,100,2,7
303,1,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,8,7,2,3,4,100,2,7
303,1,1,4,1,102,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,17,7,2,2,4,100,2,7
303,2,1,4,1,102,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,13,7,2,27,4,100,2,7
303,2,1,7,1,121,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,5,7,3,5,4,100,2,7
303,2,1,6,1,121,1,1,100,2,1.79769313486232e+308,1,9,2,2,1.79769313486232e+308,5,7,3,7,4,100,2,7
303,2,1,9,1,102,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,18,7,2,20,4,100,2,7
303,2,1,8,1,121,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,5,7,3,4,4,100,2,7
303,2,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,9,7,2,4,4,100,2,7
303,2,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,7,7,2,10,4,100,2,7
303,2,1,5,1,121,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,5,7,3,6,4,100,2,7
303,3,1,4,1,102,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,13,7,2,2,4,100,2,7
303,3,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,5,7,2,1,4,50,2,7
303,3,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,7,7,2,5,4,100,2,7
303,3,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,10,7,2,4,4,100,2,7
303,3,1,5,1,102,1,1,100,2,1.79769313486232e+308,1,0.25,2,2,1.79769313486232e+308,15,7,2,1,4,25,2,7
303,4,1,3,1,101,3,1,100,2,1.79769313486232e+308,1,1.5,2,2,1.79769313486232e+308,18,7,2,1,4,100,2,7
303,4,1,2,1,101,3,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,13,7,2,5,4,100,2,7
303,5,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,0.25,2,2,1.79769313486232e+308,9,7,2,1,4,100,2,7
303,5,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,5,7,2,6,4,100,2,7
303,6,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,13,7,2,10,4,100,2,7
303,6,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,5,7,2,3,4,100,2,7
303,8,1,4,1,102,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,18,7,2,3,4,100,2,7
303,8,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,5,7,2,6,4,100,2,7
303,8,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,14,7,2,9,4,100,2,7
303,9,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,11,7,2,3,4,100,2,7
303,9,1,3,2,102,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,15,7,2,9,4,100,2,7
303,9,1,4,1,102,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,18,7,2,2,4,100,2,7
303,9,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,5,7,2,5,4,100,2,7
303,9,1,3,3,121,2,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,5,7,2,5,4,100,2,7
304,1,1,1,2,101,1,2,85,2,1.79769313486232e+308,1,40,1,1,10500,10,7,3,24,4,100,1,8
304,1,1,1,5,104,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,14,7,3,2,4,100,1,8
304,1,1,1,4,208,2,1,100,2,1.79769313486232e+308,1,0.6,2,2,1.79769313486232e+308,10,7,3,4,6,25,1,8
304,1,1,1,3,121,2,1,100,2,1.79769313486232e+308,1,25,2,1,15400,12,7,3,5,4,100,1,8
304,1,1,2,1,121,8,1,100,2,1.79769313486232e+308,1,21,2,1,14700,13,7,3,4.8,4,100,1,8
304,1,1,2,2,208,8,1,100,2,1.79769313486232e+308,1,0.6,2,2,1.79769313486232e+308,12,7,3,3,6,25,1,8
304,1,1,2,3,121,13,1,100,2,1.79769313486232e+308,1,20,2,1,14000,14,7,3,4,4,100,1,8
304,2,1,1,3,101,1,2,90,2,1.79769313486232e+308,1,45,2,1,13500,12,7,3,33,4,100,1,8
304,2,1,1,1,102,1,2,80,2,1.79769313486232e+308,1,30,2,1,7500,8,8,3,24,4,100,1,8
304,2,1,1,4,121,2,1,100,2,1.79769313486232e+308,1,21,2,1,14700,13,7,3,5,4,100,1,8
304,2,1,1,5,208,2,1,100,2,1.79769313486232e+308,1,0.3,2,2,1.79769313486232e+308,10,7,3,2,6,25,1,8
304,3,1,1,2,101,1,2,85,2,1.79769313486232e+308,1,40,2,1,12000,15,7,3,28,4,100,1,8
304,3,1,1,3,104,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,17,7,3,2.5,4,100,1,8
304,3,1,1,4,121,2,1,100,2,1.79769313486232e+308,1,22,2,1,17500,17,7,3,6,4,100,1,8
304,3,1,1,5,208,2,1,100,2,1.79769313486232e+308,1,0.5,2,2,1.79769313486232e+308,16,7,3,4,6,25,1,8
304,4,1,1,1,101,1,2,80,2,1.79769313486232e+308,1,41,2,1,24600,10,8,3,22,4,100,1,8
304,4,1,1,2,102,1,2,90,2,1.79769313486232e+308,1,55,2,1,27500,13,7,3,32,4,100,1,8
304,4,1,1,3,121,2,1,100,2,1.79769313486232e+308,1,20,2,1,14000,15,7,3,7,4,100,1,8
304,4,1,2,2,121,7,1,100,2,1.79769313486232e+308,1,8,2,1,5600,14,7,3,7,4,100,1,8
304,4,1,2,3,208,7,1,100,2,1.79769313486232e+308,1,0.5,2,2,1.79769313486232e+308,13,7,3,3,4,100,1,8
304,5,1,1,2,101,1,2,85,2,1.79769313486232e+308,1,21,2,1,12600,9,7,3,16,4,100,1,8
304,5,1,1,1,102,1,2,90,2,1.79769313486232e+308,1,51,2,1,25500,11,8,3,41,4,100,1,8
304,5,1,1,3,121,2,1,100,2,1.79769313486232e+308,1,24,2,1,12600,12,7,3,5,4,100,1,8
304,5,1,1,4,208,2,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,9,7,3,2,6,25,1,8
304,6,1,1,3,104,1,1,100,2,1.79769313486232e+308,1,7,2,1,1750,10,7,3,5,4,100,1,8
304,6,1,1,1,101,1,2,90,2,1.79769313486232e+308,1,30,2,1,9000,6,7,3,21,4,100,1,8
304,6,1,1,4,121,2,1,100,2,1.79769313486232e+308,1,23,2,1,8050,9,7,3,5,4,100,1,8
304,6,1,1,5,208,2,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,7,7,3,3,6,25,1,8
304,7,1,1,2,104,1,1,100,2,1.79769313486232e+308,1,12,2,1,3000,9,7,3,5,4,100,1,8
304,7,1,1,1,102,1,2,90,2,1.79769313486232e+308,1,53,2,1,13250,5,8,3,38,4,100,1,8
304,7,1,1,4,121,2,1,100,2,1.79769313486232e+308,1,21,2,1,14700,13,7,3,5,4,100,1,8
304,7,1,1,5,208,2,1,100,2,1.79769313486232e+308,1,0.5,2,2,1.79769313486232e+308,9,7,3,6,6,25,1,8
304,8,1,1,1,102,1,2,85,2,1.79769313486232e+308,1,70,2,1,17500,10,8,3,50,4,100,1,8
304,8,1,1,3,121,2,1,100,2,1.79769313486232e+308,1,22,2,1,15400,15,7,3,5,4,100,1,8
304,8,1,1,4,208,2,1,100,2,1.79769313486232e+308,1,0.5,2,2,1.79769313486232e+308,13,7,3,4,6,25,1,8
304,9,1,1,1,102,1,2,90,2,1.79769313486232e+308,1,61,2,1,15250,12,8,3,46,4,100,1,8
304,9,1,1,4,208,2,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,10,7,3,2,6,25,1,8
304,9,1,1,3,121,2,1,100,2,1.79769313486232e+308,1,18,2,1,12600,12,7,3,3,4,100,1,8
305,1,1,1,2,101,1,2,90,2,1.79769313486232e+308,1,15,2,1,4500,10,7,3,10,4,100,1,8
305,1,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,10,2,1,2500,10,8,3,7,4,100,1,8
305,1,1,1,4,208,2,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,12,7,3,4,6,25,1,8
305,1,1,1,3,121,2,1,100,2,1.79769313486232e+308,1,20,2,1,14000,12,7,3,4,4,100,1,8
305,2,1,2,2,102,1,1,100,2,1.79769313486232e+308,1,16,2,1,4000,13,8,3,13,4,100,1,8
305,2,1,1,2,101,1,2,85,2,1.79769313486232e+308,1,15,2,1,4500,8,7,3,13,4,100,1,8
305,2,1,1,1,102,1,2,90,2,1.79769313486232e+308,1,55,2,1,13750,12,8,3,42,4,100,1,8
305,2,1,1,3,208,2,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,8,7,3,3,6,25,1,8
305,2,1,1,4,121,2,1,100,2,1.79769313486232e+308,1,23,2,1,16100,10,7,3,7,4,100,1,8
305,3,1,1,1,102,1,2,90,2,1.79769313486232e+308,1,42,2,1,105000,10,8,3,31,4,100,1,8
305,3,1,1,4,121,2,1,100,2,1.79769313486232e+308,1,22,2,1,15400,10,7,3,7,4,100,1,8
305,3,1,1,3,208,2,1,100,2,1.79769313486232e+308,1,0.5,2,2,1.79769313486232e+308,8,7,3,4,6,25,1,8
305,4,1,1,3,101,1,2,85,2,1.79769313486232e+308,1,22,2,1,6600,10,7,3,16,4,100,1,8
305,4,1,1,4,208,2,1,100,2,1.79769313486232e+308,1,0.4,2,2,1.79769313486232e+308,10,7,3,4,6,25,1,8
305,4,1,1,2,121,2,1,100,2,1.79769313486232e+308,1,0.62,2,1,14000,12,7,3,5,4,100,1,8
305,5,1,2,1,102,1,2,85,2,1.79769313486232e+308,1,21,2,2,1.79769313486232e+308,15,8,3,15,4,100,1,8
305,5,1,1,2,101,1,2,90,2,1.79769313486232e+308,1,20,2,1,6000,10,7,3,14,4,100,1,8
305,5,1,2,2,121,2,1,100,2,1.79769313486232e+308,1,18,2,2,1.79769313486232e+308,14,7,3,3,4,100,1,8
305,5,1,1,4,208,2,1,100,2,1.79769313486232e+308,1,0.3,2,2,1.79769313486232e+308,10,7,3,3,6,25,1,8
305,5,1,1,3,121,2,1,100,2,1.79769313486232e+308,1,15,2,1,18200,13,7,3,7,4,100,1,8
305,5,1,2,3,208,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
305,6,1,2,1,102,1,2,90,2,1.79769313486232e+308,1,40,1,2,1.79769313486232e+308,10,8,3,16,4,100,1,8
305,6,1,1,1,102,1,2,85,2,1.79769313486232e+308,1,40,2,1,10000,8,8,3,27,4,100,1,8
305,6,1,2,2,121,2,1,100,2,1.79769313486232e+308,1,18,2,1,2600,12,7,3,3,4,100,1,8
305,6,1,1,4,208,2,1,100,2,1.79769313486232e+308,1,0.4,2,2,1.79769313486232e+308,10,7,3,3,6,25,1,8
305,6,1,1,3,121,2,1,100,2,1.79769313486232e+308,1,35,2,1,18200,10,7,3,7,4,100,1,8
305,7,1,2,1,102,1,2,90,2,1.79769313486232e+308,1,30,2,1,7500,7,8,3,23,4,100,1,8
305,7,1,1,3,102,1,2,80,2,1.79769313486232e+308,1,20,2,1,5000,8,8,3,17,4,100,1,8
305,7,1,1,4,208,2,1,100,2,1.79769313486232e+308,1,0.3,2,2,1.79769313486232e+308,14,7,3,3,6,25,1,8
305,7,1,1,2,121,2,1,100,2,1.79769313486232e+308,1,22,2,1,15400,15,7,3,6,4,100,1,8
305,7,1,2,2,121,2,1,100,2,1.79769313486232e+308,1,21,2,1,14700,14,7,3,5,4,100,1,8
305,8,1,2,1,102,1,2,80,2,1.79769313486232e+308,1,20,2,1,5000,10,8,3,15,4,100,1,8
305,8,1,1,4,208,2,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,12,7,3,3,6,26,1,8
305,8,1,1,5,121,2,1,100,2,1.79769313486232e+308,1,19,2,1,13300,10,7,3,3,4,100,1,8
305,8,1,2,4,121,2,1,100,2,1.79769313486232e+308,1,18,2,1,12600,11,7,3,3,4,100,1,8
305,8,1,1,3,121,2,1,100,2,1.79769313486232e+308,1,20,2,1,14000,11,7,3,4,4,100,1,8
305,8,1,2,2,121,11,1,100,2,1.79769313486232e+308,1,21,2,1,14700,11,7,3,5,4,100,1,8
305,8,1,2,3,208,11,1,100,2,1.79769313486232e+308,1,0.3,2,2,1.79769313486232e+308,10,7,3,3,6,25,1,8
305,8,1.79769313486232e+308,1,1,101,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
305,9,1,2,1,102,1,2,80,2,1.79769313486232e+308,1,45,2,2,1.79769313486232e+308,6,8,3,16,4,100,1,8
305,9,1,1,2,101,1,2,85,2,1.79769313486232e+308,1,13,2,2,1.79769313486232e+308,8,7,3,9,4,100,1,8
305,9,1,1,3,121,2,1,100,2,1.79769313486232e+308,1,21,2,2,1.79769313486232e+308,10,7,3,5,4,100,1,8
305,9,1,1,4,208,2,1,100,2,1.79769313486232e+308,1,2,1,2,1.79769313486232e+308,10,7,3,2,6,25,1,8
306,1,1,1,2,101,1,2,85,2,1.79769313486232e+308,1,20,2,1,3000,6,7,3,15,4,100,1,8
306,1,1,2,1,102,1,2,85,2,1.79769313486232e+308,1,11,2,2,1.79769313486232e+308,10,8,3,9,4,100,1,8
306,1,1,1,3,121,2,1,100,2,1.79769313486232e+308,1,20,2,1,14000,7,7,3,4,4,100,1,8
306,1,1,2,2,121,2,1,100,2,1.79769313486232e+308,1,21,2,2,1.79769313486232e+308,7,7,3,5,4,100,1,8
306,1,1,1,4,208,2,1,100,2,1.79769313486232e+308,1,0.4,2,2,1.79769313486232e+308,7,7,3,3,6,25,1,8
306,2,1,1,2,101,1,2,85,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,10,7,3,11,4,100,1,8
306,2,1,1,1,102,1,2,90,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,12,8,3,20,4,100,1,8
